order_id,customer_id,order_purchase_ts,order_date,order_status,item_value,freight_value,gross_value,delivery_days,delivered_minus_estimated_days,on_time_delivery_flag
38,2483,2017-03-27 03:01:26,2017-03-27,Delivered,34.26,21.29,55.55,7,-5,1.0
39,831,2018-10-15 19:19:39,2018-10-15,Delivered,22.97,7.46,30.43,3,-6,1.0
40,1895,2017-06-26 16:43:40,2017-06-26,Delivered,67.82,10.28,78.1,9,2,0.0
41,496,2018-02-04 05:22:45,2018-02-04,Delivered,126.13,24.39,150.52,6,1,0.0
42,2275,2017-01-05 15:09:27,2017-01-05,Delivered,74.63,11.0,85.63,10,-1,1.0
43,2102,2018-10-10 02:51:58,2018-10-10,Delivered,39.02,8.5,47.52,10,4,0.0
44,1064,2018-10-06 23:40:00,2018-10-06,Delivered,168.99,18.34,187.33,7,0,1.0
45,204,2016-10-27 10:12:55,2016-10-27,Delivered,47.08,13.78,60.86,3,-5,1.0
46,2913,2018-01-14 04:20:40,2018-01-14,Delivered,92.61,15.21,107.82,7,0,1.0
47,1338,2017-12-07 15:12:11,2017-12-07,Delivered,34.6,16.18,50.78,6,1,0.0
48,2680,2017-01-16 03:36:14,2017-01-16,Delivered,105.18,21.81,126.99,3,-4,1.0
49,2034,2018-04-21 18:33:21,2018-04-21,Delivered,39.84,3.75,43.59,11,1,0.0
50,2336,2018-04-18 00:38:34,2018-04-18,Delivered,29.13,4.96,34.09,7,-4,1.0
51,2280,2018-06-18 12:10:56,2018-06-18,Delivered,94.05,11.31,105.36,11,7,0.0
52,584,2017-12-13 06:03:00,2017-12-13,Delivered,42.52,19.46,61.98,7,-4,1.0
53,1092,2018-03-04 16:15:02,2018-03-04,Delivered,62.1,14.11,76.21,11,5,0.0
54,1401,2018-03-16 12:46:12,2018-03-16,Delivered,38.04,0.64,38.68,9,3,0.0
55,1494,2018-04-20 04:59:42,2018-04-20,Delivered,26.9,12.87,39.77,7,1,0.0
56,132,2017-11-29 19:23:28,2017-11-29,Delivered,58.08,21.2,79.28,9,-1,1.0
57,1640,2018-04-02 15:01:52,2018-04-02,Delivered,54.1,28.57,82.67,11,2,0.0
58,463,2016-10-20 17:47:16,2016-10-20,Delivered,76.59,16.45,93.04,6,-1,1.0
59,2231,2017-12-25 11:08:46,2017-12-25,Delivered,68.77,6.71,75.48,7,-3,1.0
60,2050,2017-02-08 02:30:12,2017-02-08,Delivered,86.42,13.65,100.07,6,1,0.0
61,2768,2017-07-15 15:07:37,2017-07-15,Delivered,19.15,18.42,37.57,5,-2,1.0
62,2235,2018-04-21 05:44:42,2018-04-21,Delivered,42.76,8.68,51.44,10,-1,1.0
63,1100,2016-11-30 23:18:45,2016-11-30,Delivered,88.55,8.52,97.07,11,3,0.0
64,2903,2018-04-10 02:42:27,2018-04-10,Delivered,122.26,25.62,147.88,11,3,0.0
65,1233,2017-03-23 15:05:50,2017-03-23,Delivered,146.83,16.91,163.74,8,-4,1.0
66,978,2018-04-09 17:53:43,2018-04-09,Delivered,120.46,19.95,140.41,8,-1,1.0
67,2717,2018-04-19 14:57:33,2018-04-19,Delivered,33.47,0.0,33.47,6,-1,1.0
68,1112,2016-09-15 18:15:48,2016-09-15,Delivered,70.61,5.34,75.95,6,2,0.0
69,230,2017-03-03 16:31:52,2017-03-03,Delivered,34.59,0.0,34.59,10,7,0.0
70,1409,2018-05-19 09:09:27,2018-05-19,Delivered,77.68,11.25,88.93,10,0,1.0
71,2388,2017-05-26 10:59:01,2017-05-26,Delivered,75.59,8.2,83.79,1,-7,1.0
72,569,2016-09-16 02:27:36,2016-09-16,Delivered,8.74,15.19,23.93,7,1,0.0
73,1389,2018-02-22 04:48:26,2018-02-22,Delivered,120.27,15.06,135.33,4,-2,1.0
74,390,2016-11-15 03:08:31,2016-11-15,Delivered,73.4,19.52,92.92,2,-2,1.0
75,2060,2017-04-02 07:37:20,2017-04-02,Delivered,32.38,18.19,50.57,7,-1,1.0
76,1428,2017-09-07 14:42:10,2017-09-07,Delivered,10.25,11.27,21.52,11,4,0.0
77,991,2018-04-21 20:17:43,2018-04-21,Delivered,224.17,19.21,243.38,8,-1,1.0
78,681,2017-09-24 04:00:50,2017-09-24,Delivered,79.83,6.72,86.55,7,2,0.0
79,1694,2018-10-03 07:17:29,2018-10-03,Delivered,72.75,13.39,86.14,8,-1,1.0
80,2010,2017-10-12 17:13:35,2017-10-12,Delivered,84.01,5.36,89.37,9,2,0.0
81,2821,2017-03-18 23:39:03,2017-03-18,Delivered,68.02,11.8,79.82,11,3,0.0
82,1312,2017-01-29 12:55:56,2017-01-29,Delivered,25.61,9.46,35.07,5,-3,1.0
83,483,2018-05-03 04:26:05,2018-05-03,Delivered,56.18,21.44,77.62,9,3,0.0
84,2499,2017-08-25 06:11:12,2017-08-25,Canceled,40.66,16.95,57.61,6,-1,
85,1890,2017-12-15 15:02:27,2017-12-15,Delivered,124.33,9.49,133.82,4,-4,1.0
86,2101,2017-06-17 03:31:26,2017-06-17,Processing,97.39,10.97,108.36,8,-1,
87,292,2017-04-03 02:28:25,2017-04-03,Delivered,103.65,12.41,116.06,6,-5,1.0
88,938,2017-12-11 16:42:02,2017-12-11,Delivered,11.51,10.35,21.86,12,4,0.0
89,2304,2017-04-19 12:54:43,2017-04-19,Delivered,152.56,11.92,164.48,8,2,0.0
90,2497,2018-10-16 22:00:45,2018-10-16,Delivered,23.51,15.83,39.34,6,-1,1.0
91,1306,2018-03-23 13:20:32,2018-03-23,Delivered,220.74,8.45,229.19,11,-4,1.0
92,2415,2018-05-30 13:03:42,2018-05-30,Delivered,38.07,10.55,48.62,13,7,0.0
93,2526,2017-04-11 19:11:12,2017-04-11,Delivered,77.03,14.43,91.46,10,-3,1.0
94,1163,2016-09-26 15:20:05,2016-09-26,Delivered,44.91,23.55,68.46,7,-2,1.0
95,2695,2016-10-10 22:39:58,2016-10-10,Delivered,8.0,14.68,22.68,4,-5,1.0
96,865,2018-06-29 23:27:29,2018-06-29,Delivered,21.51,14.45,35.96,9,4,0.0
97,719,2018-07-11 13:42:42,2018-07-11,Delivered,128.11,15.11,143.22,8,-3,1.0
98,2048,2018-02-11 06:08:25,2018-02-11,Delivered,64.38,5.91,70.29,12,1,0.0
99,1911,2017-12-03 06:11:12,2017-12-03,Delivered,105.18,12.26,117.44,14,12,0.0
100,420,2017-02-12 17:06:00,2017-02-12,Delivered,8.0,5.4,13.4,11,2,0.0
101,2499,2018-04-13 07:12:10,2018-04-13,Delivered,30.4,12.34,42.74,9,2,0.0
102,600,2017-10-08 02:01:50,2017-10-08,Delivered,87.97,3.79,91.76,8,-2,1.0
103,2415,2017-12-14 07:00:25,2017-12-14,Delivered,36.48,9.34,45.82,12,3,0.0
104,23,2016-09-22 12:27:20,2016-09-22,Delivered,196.5,22.15,218.65,1,-8,1.0
105,2391,2017-10-08 05:19:06,2017-10-08,Delivered,342.36,16.42,358.78,7,-3,1.0
106,2361,2018-02-22 05:12:31,2018-02-22,Delivered,56.95,16.64,73.59,9,1,0.0
107,2342,2018-04-22 04:42:48,2018-04-22,Delivered,59.3,14.45,73.75,5,-3,1.0
108,1995,2016-12-25 10:28:26,2016-12-25,Delivered,45.27,20.53,65.8,4,-10,1.0
109,1415,2016-09-28 20:33:51,2016-09-28,Delivered,104.38,22.84,127.22,11,4,0.0
110,2116,2018-06-27 09:20:06,2018-06-27,Delivered,67.5,10.42,77.92,3,-6,1.0
111,832,2017-05-03 02:07:05,2017-05-03,Delivered,208.97,17.85,226.82,9,3,0.0
112,2343,2017-09-04 12:22:59,2017-09-04,Delivered,35.44,15.28,50.72,6,-4,1.0
113,1667,2018-01-02 00:47:59,2018-01-02,Delivered,85.19,0.0,85.19,5,-4,1.0
114,1377,2017-09-18 20:38:11,2017-09-18,Processing,121.2,5.57,126.77,2,-10,
115,1517,2018-09-03 16:37:07,2018-09-03,Delivered,95.8,23.12,118.92,7,-1,1.0
116,1707,2018-06-17 02:25:33,2018-06-17,Delivered,208.14,24.43,232.57,5,-6,1.0
117,112,2017-07-05 07:00:29,2017-07-05,Delivered,105.34,5.6,110.94,5,-2,1.0
118,420,2017-01-29 16:08:59,2017-01-29,Delivered,43.06,10.76,53.82,7,-1,1.0
119,737,2018-09-27 21:35:49,2018-09-27,Delivered,191.09,24.75,215.84,9,0,1.0
120,344,2018-03-05 11:32:16,2018-03-05,Delivered,56.03,12.35,68.38,8,-2,1.0
121,1319,2018-04-10 19:59:21,2018-04-10,Delivered,27.77,16.33,44.1,9,-1,1.0
122,2006,2017-08-28 16:08:33,2017-08-28,Delivered,135.49,22.64,158.13,8,-2,1.0
123,1964,2017-09-13 19:47:56,2017-09-13,Delivered,25.2,9.47,34.67,12,4,0.0
124,1414,2017-01-22 12:39:48,2017-01-22,Delivered,50.9,22.23,73.13,3,-3,1.0
125,2566,2017-08-01 17:44:48,2017-08-01,Processing,89.12,19.0,108.12,14,5,
126,1696,2017-10-28 09:52:50,2017-10-28,Delivered,10.92,10.97,21.89,8,-5,1.0
127,238,2016-12-13 01:25:03,2016-12-13,Delivered,38.41,15.83,54.24,10,0,1.0
128,2295,2018-01-08 04:13:27,2018-01-08,Delivered,18.84,8.9,27.74,8,0,1.0
129,1724,2017-12-23 13:04:54,2017-12-23,Delivered,68.27,18.61,86.88,6,-5,1.0
130,1905,2018-06-16 00:35:23,2018-06-16,Delivered,55.31,17.37,72.68,6,-5,1.0
131,1697,2016-10-14 11:15:54,2016-10-14,Processing,110.73,8.37,119.1,11,-2,
132,1661,2017-02-25 10:40:27,2017-02-25,Delivered,188.8,21.47,210.27,7,-5,1.0
133,272,2017-08-01 16:11:13,2017-08-01,Delivered,51.53,10.9,62.43,11,0,1.0
134,1678,2018-07-16 04:05:50,2018-07-16,Processing,114.41,4.2,118.61,7,-3,
135,2385,2017-03-06 17:58:22,2017-03-06,Delivered,26.02,6.2,32.22,10,4,0.0
136,912,2018-09-25 11:20:12,2018-09-25,Delivered,140.82,11.35,152.17,6,0,1.0
137,1809,2018-09-13 05:01:11,2018-09-13,Delivered,200.79,14.19,214.98,1,-6,1.0
138,93,2016-11-16 07:56:26,2016-11-16,Delivered,57.69,13.66,71.35,6,-3,1.0
139,1043,2017-06-11 19:16:22,2017-06-11,Delivered,39.03,4.12,43.15,6,1,0.0
140,1311,2017-03-23 02:22:49,2017-03-23,Delivered,46.55,13.52,60.07,7,2,0.0
141,2949,2017-09-17 04:38:07,2017-09-17,Delivered,32.24,8.45,40.69,4,-5,1.0
142,644,2018-08-19 12:24:24,2018-08-19,Delivered,98.63,9.05,107.68,11,2,0.0
143,830,2017-06-21 06:08:53,2017-06-21,Delivered,80.73,11.31,92.04,11,7,0.0
144,1226,2018-01-29 11:08:32,2018-01-29,Delivered,28.71,11.1,39.81,13,3,0.0
145,2978,2016-12-19 01:30:58,2016-12-19,Delivered,64.79,19.08,83.87,1,-5,1.0
146,2561,2017-11-18 19:07:22,2017-11-18,Delivered,62.56,21.12,83.68,3,-5,1.0
147,105,2017-06-03 13:06:07,2017-06-03,Delivered,38.79,15.64,54.43,10,1,0.0
148,702,2018-08-14 11:04:57,2018-08-14,Delivered,128.71,6.75,135.46,4,-3,1.0
149,2466,2018-04-29 03:59:12,2018-04-29,Delivered,74.13,6.95,81.08,9,-2,1.0
150,175,2017-02-17 07:13:44,2017-02-17,Delivered,87.63,12.13,99.76,5,-5,1.0
151,2568,2017-12-28 04:25:20,2017-12-28,Delivered,99.4,8.91,108.31,6,-1,1.0
152,845,2017-05-26 10:42:30,2017-05-26,Delivered,117.4,17.17,134.57,8,0,1.0
153,2753,2017-08-08 02:55:23,2017-08-08,Delivered,205.69,8.95,214.64,10,1,0.0
154,881,2017-08-27 14:24:52,2017-08-27,Canceled,89.03,13.16,102.19,8,-2,
155,1303,2018-05-31 07:13:38,2018-05-31,Delivered,70.65,21.76,92.41,7,-3,1.0
156,1986,2017-04-16 07:27:55,2017-04-16,Delivered,151.33,19.29,170.62,8,-2,1.0
157,379,2016-09-07 04:58:03,2016-09-07,Delivered,66.98,5.46,72.44,4,-4,1.0
158,1672,2017-01-31 02:38:14,2017-01-31,Delivered,169.53,10.32,179.85,10,1,0.0
159,1516,2018-06-04 23:05:53,2018-06-04,Delivered,32.73,13.74,46.47,9,5,0.0
160,2352,2017-04-21 08:01:18,2017-04-21,Delivered,122.66,12.46,135.12,9,-3,1.0
161,2989,2016-10-20 00:30:14,2016-10-20,Delivered,39.34,12.74,52.08,4,-5,1.0
162,1993,2017-07-10 11:49:38,2017-07-10,Delivered,30.76,7.07,37.83,10,2,0.0
163,1228,2018-07-08 17:17:04,2018-07-08,Delivered,37.43,12.46,49.89,6,0,1.0
164,1220,2018-07-10 23:43:45,2018-07-10,Processing,15.77,14.77,30.54,4,-9,
165,1254,2018-09-06 11:21:24,2018-09-06,Delivered,11.4,20.82,32.22,9,2,0.0
166,2443,2018-02-14 15:02:29,2018-02-14,Delivered,17.9,25.02,42.92,8,0,1.0
167,964,2018-05-30 05:13:57,2018-05-30,Delivered,35.42,26.4,61.82,8,-3,1.0
168,501,2018-04-24 12:32:06,2018-04-24,Delivered,78.81,9.53,88.34,4,-3,1.0
169,1003,2016-09-19 03:30:13,2016-09-19,Delivered,34.69,19.59,54.28,7,-5,1.0
170,69,2017-07-24 02:49:09,2017-07-24,Delivered,212.03,10.2,222.23,9,-2,1.0
171,319,2017-10-15 18:12:37,2017-10-15,Processing,12.66,17.61,30.27,9,-4,
172,271,2017-08-28 13:06:38,2017-08-28,Processing,132.55,17.1,149.65,3,-8,
173,2315,2018-06-06 15:49:43,2018-06-06,Delivered,91.96,5.39,97.35,11,2,0.0
174,2168,2018-10-03 04:38:58,2018-10-03,Delivered,38.65,22.49,61.14,8,3,0.0
175,2091,2017-10-30 07:08:37,2017-10-30,Delivered,57.02,25.82,82.84,5,-6,1.0
176,1386,2016-11-17 10:36:52,2016-11-17,Delivered,179.46,10.0,189.46,6,0,1.0
177,2152,2017-06-09 05:32:45,2017-06-09,Delivered,60.84,14.86,75.7,1,-7,1.0
178,484,2017-02-03 20:10:13,2017-02-03,Delivered,28.5,25.8,54.3,6,-5,1.0
179,2702,2017-09-02 20:20:30,2017-09-02,Delivered,33.03,17.61,50.64,8,-2,1.0
180,1504,2017-03-03 23:48:54,2017-03-03,Delivered,53.47,13.85,67.32,7,-1,1.0
181,2815,2016-11-05 09:02:00,2016-11-05,Delivered,215.18,15.92,231.1,7,-2,1.0
182,457,2017-01-14 14:50:18,2017-01-14,Delivered,37.24,14.1,51.34,9,4,0.0
183,1492,2017-09-22 15:36:39,2017-09-22,Delivered,146.28,21.25,167.53,7,-3,1.0
184,2089,2016-12-22 08:34:36,2016-12-22,Canceled,43.94,22.98,66.92,6,0,
185,1487,2016-09-25 12:36:51,2016-09-25,Delivered,33.35,7.2,40.55,13,3,0.0
186,1339,2017-04-08 17:44:24,2017-04-08,Delivered,58.58,0.62,59.2,6,3,0.0
187,499,2018-01-14 21:37:47,2018-01-14,Delivered,12.14,6.92,19.06,8,1,0.0
188,1144,2018-01-04 13:50:57,2018-01-04,Delivered,95.89,3.68,99.57,14,6,0.0
189,717,2017-07-02 19:40:13,2017-07-02,Delivered,63.47,13.85,77.32,10,2,0.0
190,905,2018-01-29 18:10:39,2018-01-29,Delivered,79.71,15.11,94.82,14,8,0.0
191,2052,2017-01-29 21:47:42,2017-01-29,Delivered,158.04,15.18,173.22,6,-7,1.0
192,1891,2018-03-16 12:38:33,2018-03-16,Delivered,53.63,1.86,55.49,5,-3,1.0
193,1822,2016-09-17 10:29:15,2016-09-17,Delivered,58.22,23.45,81.67,5,0,1.0
194,1086,2016-12-17 11:02:10,2016-12-17,Delivered,106.83,8.23,115.06,8,-1,1.0
195,2880,2018-08-17 19:09:07,2018-08-17,Delivered,25.14,9.97,35.11,15,7,0.0
196,263,2017-08-31 15:15:53,2017-08-31,Delivered,12.72,14.14,26.86,6,-1,1.0
197,1028,2017-11-08 00:49:50,2017-11-08,Delivered,21.36,16.38,37.74,8,-1,1.0
198,355,2017-07-08 04:02:17,2017-07-08,Delivered,27.41,13.57,40.98,3,-5,1.0
199,1017,2018-01-17 02:16:45,2018-01-17,Delivered,139.87,16.44,156.31,10,2,0.0
200,2886,2018-04-05 05:17:18,2018-04-05,Delivered,60.15,12.29,72.44,2,-6,1.0
201,1099,2018-04-29 10:38:40,2018-04-29,Delivered,70.33,23.08,93.41,7,1,0.0
202,2726,2017-03-15 13:48:16,2017-03-15,Delivered,78.63,1.74,80.37,15,8,0.0
203,1486,2018-01-01 08:30:20,2018-01-01,Delivered,146.47,12.1,158.57,6,0,1.0
204,2100,2018-05-03 08:04:37,2018-05-03,Processing,65.56,25.19,90.75,2,-8,
205,1373,2017-07-20 07:54:22,2017-07-20,Delivered,22.22,10.58,32.8,8,-4,1.0
206,798,2017-06-26 07:15:21,2017-06-26,Delivered,69.28,9.22,78.5,9,4,0.0
207,2293,2018-01-02 03:00:59,2018-01-02,Delivered,209.57,10.67,220.24,6,0,1.0
208,2908,2017-11-21 13:15:22,2017-11-21,Delivered,47.55,19.51,67.06,8,0,1.0
209,791,2017-03-18 04:41:15,2017-03-18,Processing,162.12,22.21,184.33,6,-1,
210,2337,2018-09-14 09:59:25,2018-09-14,Delivered,83.19,15.01,98.2,6,-3,1.0
211,784,2017-11-11 22:11:44,2017-11-11,Delivered,164.09,8.45,172.54,5,-2,1.0
212,2151,2017-11-14 07:48:21,2017-11-14,Delivered,39.56,4.97,44.53,7,0,1.0
213,2368,2017-02-09 22:03:20,2017-02-09,Delivered,34.12,8.66,42.78,7,-1,1.0
214,1349,2018-02-08 01:20:06,2018-02-08,Processing,8.0,7.92,15.92,5,-4,
215,2211,2018-08-14 04:01:41,2018-08-14,Delivered,49.79,24.5,74.29,5,0,1.0
216,817,2018-03-19 06:39:06,2018-03-19,Delivered,29.22,10.9,40.12,2,-3,1.0
217,238,2017-10-02 21:29:58,2017-10-02,Delivered,42.51,5.62,48.13,4,-4,1.0
218,290,2018-01-09 01:44:52,2018-01-09,Delivered,86.91,1.65,88.56,11,0,1.0
219,1342,2017-03-03 18:12:17,2017-03-03,Delivered,8.0,14.83,22.83,13,3,0.0
220,2708,2016-10-20 19:22:56,2016-10-20,Delivered,91.94,11.94,103.88,4,-2,1.0
221,383,2018-01-11 10:27:46,2018-01-11,Delivered,41.54,18.56,60.1,5,-2,1.0
222,1368,2017-01-22 12:28:28,2017-01-22,Delivered,132.85,12.55,145.4,12,4,0.0
223,2113,2016-11-12 19:36:33,2016-11-12,Delivered,134.45,14.08,148.53,9,1,0.0
224,608,2018-04-25 23:18:57,2018-04-25,Canceled,51.8,19.15,70.95,5,-6,
225,2165,2017-08-05 11:55:15,2017-08-05,Delivered,37.89,14.32,52.21,10,-2,1.0
226,918,2018-06-25 14:49:13,2018-06-25,Delivered,68.16,11.42,79.58,2,-5,1.0
227,2426,2018-07-05 09:22:33,2018-07-05,Delivered,131.14,14.75,145.89,8,-1,1.0
228,1738,2016-12-08 00:37:23,2016-12-08,Delivered,110.39,19.14,129.53,2,-6,1.0
229,1641,2018-04-20 13:18:40,2018-04-20,Delivered,221.54,14.21,235.75,16,8,0.0
230,531,2017-05-20 20:18:27,2017-05-20,Delivered,34.95,16.3,51.25,11,5,0.0
231,1390,2016-10-08 01:34:17,2016-10-08,Delivered,38.85,4.84,43.69,7,2,0.0
232,2570,2017-09-02 18:38:00,2017-09-02,Delivered,138.02,5.49,143.51,6,-7,1.0
233,59,2018-01-02 21:42:22,2018-01-02,Delivered,52.37,15.16,67.53,8,4,0.0
234,2276,2017-08-15 10:30:05,2017-08-15,Delivered,27.53,5.42,32.95,8,-2,1.0
235,1479,2017-11-04 11:12:24,2017-11-04,Delivered,37.89,12.74,50.63,7,-5,1.0
236,2159,2016-09-12 17:48:58,2016-09-12,Delivered,73.74,12.05,85.79,5,1,0.0
237,1990,2016-09-09 16:37:30,2016-09-09,Delivered,202.17,15.38,217.55,6,-2,1.0
238,1297,2017-12-11 19:54:14,2017-12-11,Delivered,187.63,19.28,206.91,9,1,0.0
239,927,2017-07-22 13:21:54,2017-07-22,Delivered,128.6,11.6,140.2,7,-4,1.0
240,1882,2017-11-24 00:39:31,2017-11-24,Delivered,48.45,6.8,55.25,9,1,0.0
241,421,2017-06-08 23:03:58,2017-06-08,Delivered,46.77,10.16,56.93,9,5,0.0
242,1753,2016-09-08 01:56:11,2016-09-08,Delivered,197.52,17.37,214.89,5,-3,1.0
243,285,2018-02-27 06:18:51,2018-02-27,Delivered,42.09,11.79,53.88,8,1,0.0
244,1950,2016-12-18 22:25:54,2016-12-18,Delivered,139.99,10.87,150.86,11,5,0.0
245,1887,2018-05-03 18:27:39,2018-05-03,Delivered,85.75,18.53,104.28,9,2,0.0
246,254,2016-09-13 14:42:56,2016-09-13,Delivered,38.97,20.81,59.78,6,1,0.0
247,2273,2018-08-23 00:29:30,2018-08-23,Delivered,99.54,9.11,108.65,6,-5,1.0
248,1248,2017-03-18 16:58:33,2017-03-18,Delivered,89.73,13.71,103.44,4,-6,1.0
249,2361,2018-07-26 00:39:17,2018-07-26,Delivered,10.08,4.18,14.26,10,2,0.0
250,125,2016-09-06 23:28:59,2016-09-06,Delivered,55.19,6.61,61.8,7,0,1.0
251,539,2017-08-17 23:06:37,2017-08-17,Delivered,72.48,7.27,79.75,8,2,0.0
252,1482,2017-07-23 15:02:04,2017-07-23,Delivered,81.17,7.74,88.91,8,-5,1.0
253,565,2017-01-09 00:17:18,2017-01-09,Delivered,36.9,16.81,53.71,13,2,0.0
254,990,2017-09-07 06:02:43,2017-09-07,Canceled,56.49,13.14,69.63,6,-2,
255,1982,2017-02-17 08:18:35,2017-02-17,Delivered,46.96,10.03,56.99,7,2,0.0
256,434,2017-08-07 20:44:20,2017-08-07,Delivered,49.3,0.0,49.3,8,0,1.0
257,2034,2017-06-20 13:40:42,2017-06-20,Delivered,179.81,19.66,199.47,10,-2,1.0
258,311,2017-02-05 03:04:06,2017-02-05,Delivered,169.34,27.54,196.88,6,-4,1.0
259,526,2018-05-06 15:05:18,2018-05-06,Delivered,21.62,9.82,31.44,4,-4,1.0
260,1763,2017-10-13 17:04:15,2017-10-13,Processing,64.27,9.73,74.0,3,-5,
261,2381,2018-06-14 02:09:26,2018-06-14,Delivered,113.24,7.18,120.42,9,-3,1.0
262,512,2018-05-26 07:05:01,2018-05-26,Delivered,35.23,4.44,39.67,8,1,0.0
263,900,2017-03-25 21:38:12,2017-03-25,Canceled,63.45,19.52,82.97,9,1,
264,2776,2017-04-17 02:37:31,2017-04-17,Canceled,26.06,22.48,48.54,8,2,
265,2970,2018-09-09 12:53:42,2018-09-09,Delivered,22.49,17.53,40.02,10,3,0.0
266,1744,2017-05-03 14:53:58,2017-05-03,Delivered,66.36,7.67,74.03,9,0,1.0
267,1342,2016-11-16 05:47:02,2016-11-16,Delivered,21.97,14.98,36.95,8,0,1.0
268,1041,2017-10-28 14:30:18,2017-10-28,Delivered,76.83,9.96,86.79,7,-4,1.0
269,1838,2018-09-21 06:16:54,2018-09-21,Delivered,70.25,20.1,90.35,8,5,0.0
270,1773,2017-03-03 16:36:41,2017-03-03,Delivered,87.31,20.6,107.91,10,0,1.0
271,885,2018-01-09 20:05:06,2018-01-09,Delivered,20.6,3.47,24.07,10,1,0.0
272,69,2017-05-23 02:36:43,2017-05-23,Delivered,13.79,13.13,26.92,9,2,0.0
273,455,2017-06-28 14:29:26,2017-06-28,Delivered,239.71,21.44,261.15,8,4,0.0
274,2876,2017-08-19 17:36:55,2017-08-19,Delivered,58.48,8.06,66.54,6,-5,1.0
275,1255,2016-12-23 17:50:53,2016-12-23,Delivered,96.53,17.48,114.01,11,-4,1.0
276,1447,2017-06-29 14:40:56,2017-06-29,Processing,67.91,15.26,83.17,5,-5,
277,1402,2017-04-03 00:43:12,2017-04-03,Delivered,55.1,18.99,74.09,9,1,0.0
